Loan_ID,Channel,Seller,Interest_Rate,UPB,Loan_Term,Origination_Date,First_Payment_Date,LTV,CLTV,Num_Borrowers,DTI,Borrower_FICO,First_Time_Buyer,Loan_Purpose,Dwelling_Type,Unit_Count,Occupancy,State,Zip,Insurance%,Product,Mortgage_Insurance_Type,Relocation_Indicator,Period,Current_IR,Current_UPB,Age,Mod_Ind,Zero_Bal_Cd,FICO_bins,Term_bins,Current_Status,Origin_Month,Origin_Year
166685866304,B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.75,102000,360,08/2008,10/2008,90,90.0,2.0,64.0,696.0,N,P,CO,1,S,TX,787,25.0,FRM,1.0,N,201302,6.75,96342.09,53,N,Prepaid,660-700,<= 30 Years,Prepaid,10,2008
265782121999,R,"WELLS FARGO BANK, N.A.",6.0,257000,360,06/2008,08/2008,80,95.0,1.0,47.0,792.0,N,P,CO,1,P,TX,787,0.0,FRM,0.0,N,201105,6.0,247851.8,34,N,Prepaid,780+,<= 30 Years,Prepaid,08,2008
247934859770,R,"BANK OF AMERICA, N.A.",6.0,54000,360,06/2008,08/2008,76,76.0,1.0,37.0,768.0,U,P,CO,1,I,FL,334,0.0,FRM,0.0,N,201802,6.0,44641.3,115,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2008
250717254106,R,SUNTRUST MORTGAGE INC.,6.375,66000,360,08/2008,10/2008,80,80.0,1.0,38.0,723.0,N,C,CO,1,P,FL,321,0.0,FRM,0.0,N,201906,6.375,52943.53,129,N,Current,700-740,<= 30 Years,Current,10,2008
179455159884,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.875,130000,180,05/2008,07/2008,73,73.0,2.0,49.0,794.0,N,C,CO,1,P,MI,494,0.0,FRM,0.0,N,200909,5.875,122994.68,15,N,Prepaid,780+,<=15 Years,Prepaid,07,2008
361502622954,B,"CITIMORTGAGE, INC.",6.0,116000,360,06/2008,08/2008,43,43.0,1.0,35.0,755.0,N,R,CO,1,P,CA,935,0.0,FRM,0.0,N,200909,6.0,114452.88,14,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2008
136138569618,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,104000,360,07/2008,09/2008,80,80.0,1.0,19.0,783.0,N,P,CO,1,S,TX,770,0.0,FRM,0.0,N,200910,6.375,103513.26,14,N,Prepaid,780+,<= 30 Years,Prepaid,09,2008
302768038067,B,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.875,158000,360,06/2008,08/2008,90,90.0,1.0,33.0,712.0,Y,P,CO,1,P,NJ,80,17.0,FRM,1.0,N,201410,5.875,140003.96,75,N,Prepaid,700-740,<= 30 Years,Prepaid,08,2008
341385910192,R,OTHER,6.625,172000,360,06/2008,08/2008,80,80.0,1.0,13.0,807.0,N,P,CO,1,S,LA,701,0.0,FRM,0.0,N,200906,6.625,170444.27,11,N,Prepaid,780+,<= 30 Years,Prepaid,08,2008
297509237722,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.5,730000,180,07/2008,09/2008,27,27.0,1.0,40.0,710.0,N,R,CO,1,P,NY,100,0.0,FRM,0.0,N,201009,5.5,522907.36,25,N,Prepaid,700-740,<=15 Years,Prepaid,09,2008
229335668052,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.375,100000,180,08/2008,09/2008,48,48.0,1.0,39.0,795.0,N,P,CP,1,P,NY,113,0.0,FRM,0.0,N,201104,5.375,10957.46,32,N,Prepaid,780+,<=15 Years,Prepaid,09,2008
279939723195,R,"HSBC BANK USA, NATIONAL ASSOCIATION",6.375,98000,360,08/2008,10/2008,75,75.0,1.0,35.0,752.0,Y,P,CP,1,P,NY,104,0.0,FRM,0.0,N,201102,6.375,94781.28,29,N,Prepaid,740-780,<= 30 Years,Prepaid,10,2008
316256262794,R,PHH MORTGAGE CORPORATION,6.375,73000,360,05/2008,07/2008,90,90.0,1.0,27.0,710.0,Y,P,CP,1,P,NY,108,25.0,FRM,1.0,N,201906,6.375,58906.72,132,N,Current,700-740,<= 30 Years,Current,07,2008
186511472920,C,"HSBC BANK USA, NATIONAL ASSOCIATION",5.75,100000,360,06/2008,08/2008,61,61.0,1.0,33.0,803.0,N,P,CP,1,P,NY,112,0.0,FRM,0.0,N,201906,5.75,81032.9,131,N,Current,780+,<= 30 Years,Current,08,2008
332877975662,B,"HSBC BANK USA, NATIONAL ASSOCIATION",6.5,172000,360,08/2008,10/2008,80,80.0,2.0,17.0,641.0,Y,P,CP,1,P,NY,113,0.0,FRM,0.0,N,201308,6.5,161176.66,59,N,Prepaid,620-660,<= 30 Years,Prepaid,10,2008
318681647573,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,220000,360,12/2007,02/2008,79,80.0,2.0,33.0,741.0,N,P,CP,1,P,NY,113,0.0,FRM,0.0,N,201702,6.375,190375.26,109,N,Prepaid,740-780,<= 30 Years,Prepaid,02,2008
248869027597,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.75,320000,360,07/2008,09/2008,76,80.0,1.0,39.0,783.0,N,P,CP,1,P,NY,100,0.0,FRM,0.0,N,201108,5.75,307301.89,36,N,Prepaid,780+,<= 30 Years,Prepaid,09,2008
194744293991,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,233000,360,06/2008,08/2008,68,68.0,1.0,55.0,757.0,N,C,CP,1,P,NY,110,0.0,FRM,0.0,N,201906,3.625,219052.6,131,Y,Current,740-780,<= 30 Years,Current,08,2008
192976745248,C,"HSBC BANK USA, NATIONAL ASSOCIATION",6.25,170000,360,06/2008,08/2008,58,58.0,1.0,39.0,713.0,N,C,CP,1,P,NY,113,0.0,FRM,0.0,N,201310,6.25,158231.52,63,N,Prepaid,700-740,<= 30 Years,Prepaid,08,2008
168972205097,C,"HSBC BANK USA, NATIONAL ASSOCIATION",5.875,217000,360,05/2008,07/2008,80,80.0,1.0,34.0,676.0,Y,P,CP,1,P,NY,113,0.0,FRM,0.0,N,201011,5.875,210069.46,29,N,Prepaid,660-700,<= 30 Years,Prepaid,07,2008
292427744691,R,"CITIMORTGAGE, INC.",6.0,72000,360,06/2008,09/2008,37,37.0,1.0,54.0,791.0,N,C,CP,1,P,NY,112,0.0,FRM,0.0,N,201709,6.0,61746.43,109,N,Prepaid,780+,<= 30 Years,Prepaid,09,2008
236049554669,R,"WELLS FARGO BANK, N.A.",6.0,116000,360,05/2008,07/2008,68,68.0,1.0,33.0,800.0,N,R,CP,1,P,NJ,71,0.0,FRM,0.0,N,201906,6.0,92199.1,132,N,Current,780+,<= 30 Years,Current,07,2008
185650539769,B,"HSBC BANK USA, NATIONAL ASSOCIATION",6.25,180000,360,08/2008,10/2008,80,80.0,1.0,37.0,782.0,N,P,CP,1,P,NY,112,0.0,FRM,0.0,N,200904,6.25,178961.77,7,N,Prepaid,780+,<= 30 Years,Prepaid,10,2008
173277655599,C,"HSBC BANK USA, NATIONAL ASSOCIATION",5.0,88000,180,05/2008,07/2008,46,46.0,1.0,31.0,777.0,N,R,CP,1,P,NY,114,0.0,FRM,0.0,N,201710,5.0,5352.16,112,N,Prepaid,740-780,<=15 Years,Prepaid,07,2008
210684432784,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.625,224000,180,06/2008,08/2008,80,80.0,2.0,33.0,787.0,N,P,CP,1,P,NY,113,0.0,FRM,0.0,N,201104,5.625,196616.46,33,N,Prepaid,780+,<=15 Years,Prepaid,08,2008
209505669901,R,OTHER,5.625,150000,180,07/2008,09/2008,32,32.0,1.0,37.0,803.0,N,C,CP,1,P,NY,100,0.0,FRM,0.0,N,201906,5.625,54950.16,130,N,Current,780+,<=15 Years,Current,09,2008
160596521008,R,"WELLS FARGO BANK, N.A.",5.875,115000,180,08/2008,10/2008,50,50.0,1.0,32.0,613.0,N,P,CP,1,P,NY,110,0.0,FRM,0.0,N,201810,5.875,49474.25,121,N,Prepaid,0-620,<=15 Years,Prepaid,10,2008
156750172059,R,"HSBC BANK USA, NATIONAL ASSOCIATION",5.875,52000,360,07/2008,09/2008,80,80.0,1.0,21.0,716.0,Y,P,CP,1,P,NY,114,0.0,FRM,0.0,N,201906,5.875,45707.1,130,Y,Current,700-740,<= 30 Years,Current,09,2008
237553393468,R,OTHER,6.25,133000,360,08/2008,10/2008,35,35.0,1.0,15.0,803.0,N,C,CP,1,P,MD,208,0.0,FRM,0.0,N,201906,6.25,109832.24,129,N,Current,780+,<= 30 Years,Current,10,2008
128872955731,R,"BANK OF AMERICA, N.A.",6.25,83000,360,06/2008,08/2008,70,70.0,1.0,25.0,674.0,N,R,MH,1,P,TN,380,0.0,FRM,0.0,N,201509,6.25,73802.02,86,N,Prepaid,660-700,<= 30 Years,Prepaid,08,2008
271776986088,R,"BANK OF AMERICA, N.A.",7.25,89000,360,08/2008,10/2008,80,80.0,2.0,19.0,757.0,Y,P,MH,1,P,DE,199,0.0,FRM,0.0,N,201904,7.25,78292.02,127,Y,RPL Loan Sale,740-780,<= 30 Years,Underperforming,10,2008
239027758242,R,OTHER,6.35,31000,120,08/2008,10/2008,62,62.0,1.0,14.0,799.0,N,R,MH,1,P,MO,634,0.0,FRM,0.0,N,201204,6.35,22584.15,43,N,Prepaid,780+,<=15 Years,Prepaid,10,2008
112784475856,B,PHH MORTGAGE CORPORATION,6.375,163000,360,05/2008,07/2008,72,72.0,2.0,24.0,779.0,N,R,MH,1,P,FL,330,0.0,FRM,0.0,N,201411,6.375,141434.54,77,N,Prepaid,740-780,<= 30 Years,Prepaid,07,2008
120298131142,B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.375,100000,360,07/2008,09/2008,45,45.0,1.0,38.0,779.0,Y,P,MH,1,P,AZ,853,0.0,FRM,0.0,N,201906,6.375,81326.58,130,N,Current,740-780,<= 30 Years,Current,09,2008
346590218348,C,PHH MORTGAGE CORPORATION,6.625,68000,360,06/2008,08/2008,90,90.0,2.0,24.0,804.0,N,P,MH,1,S,WI,545,30.0,FRM,1.0,N,201209,6.625,63879.18,50,N,Prepaid,780+,<= 30 Years,Prepaid,08,2008
321725145950,R,OTHER,6.75,67000,360,09/2008,11/2008,67,67.0,2.0,46.0,713.0,N,R,MH,1,P,MI,494,0.0,FRM,0.0,N,201906,6.75,56201.89,128,N,Current,700-740,<= 30 Years,Current,11,2008
110121105939,R,OTHER,5.875,149000,180,08/2008,10/2008,83,83.0,2.0,38.0,811.0,N,P,MH,1,P,NC,287,25.0,FRM,1.0,N,200904,5.875,146094.52,7,N,Prepaid,780+,<=15 Years,Prepaid,10,2008
351176414847,R,"GMAC MORTGAGE, LLC",6.875,49000,240,07/2008,09/2008,62,62.0,2.0,33.0,688.0,N,R,MH,1,P,GA,306,0.0,FRM,0.0,N,201906,6.875,30638.33,130,N,Current,660-700,<= 30 Years,Current,09,2008
219821014553,R,OTHER,6.375,84000,360,04/2008,06/2008,37,37.0,1.0,50.0,675.0,N,P,MH,1,P,WA,982,0.0,FRM,0.0,N,201906,6.375,69013.26,133,N,Current,660-700,<= 30 Years,Current,06,2008
242111159168,R,OTHER,6.375,25000,180,06/2008,08/2008,22,22.0,2.0,38.0,641.0,N,C,MH,1,P,AZ,864,0.0,FRM,0.0,N,201507,6.375,16200.93,84,N,Prepaid,620-660,<=15 Years,Prepaid,08,2008
284525178567,R,"BANK OF AMERICA, N.A.",5.625,57000,180,07/2008,10/2008,24,24.0,1.0,26.0,732.0,N,C,MH,1,P,WA,985,0.0,FRM,0.0,N,200908,5.625,54241.33,11,N,Prepaid,700-740,<=15 Years,Prepaid,10,2008
199375908015,B,"BANK OF AMERICA, N.A.",6.625,60000,180,07/2008,09/2008,85,85.0,1.0,39.0,807.0,N,P,MH,1,S,FL,342,12.0,FRM,1.0,N,201807,6.625,25155.74,119,N,Prepaid,780+,<=15 Years,Prepaid,09,2008
224881184051,R,OTHER,7.0,81000,360,07/2008,09/2008,95,95.0,1.0,38.0,775.0,N,P,MH,1,P,OK,730,35.0,FRM,1.0,N,201604,7.0,74669.83,92,N,REO,740-780,<= 30 Years,Underperforming,09,2008
201416059890,R,OTHER,6.875,48000,360,06/2008,08/2008,80,80.0,1.0,52.0,709.0,Y,P,MH,1,P,MI,494,0.0,FRM,0.0,N,201906,6.875,39664.14,131,N,Current,700-740,<= 30 Years,Current,08,2008
183981676140,R,"BANK OF AMERICA, N.A.",5.875,95000,180,06/2008,08/2008,68,68.0,1.0,17.0,798.0,N,R,MH,1,P,LA,710,0.0,FRM,0.0,N,201705,5.875,13860.37,106,N,Prepaid,780+,<=15 Years,Prepaid,08,2008
264932743344,R,OTHER,7.0,64000,240,06/2008,08/2008,64,64.0,1.0,34.0,697.0,N,C,MH,1,P,TX,756,0.0,FRM,0.0,N,201401,7.0,53151.41,66,N,Prepaid,660-700,<= 30 Years,Prepaid,08,2008
201183971871,R,"BANK OF AMERICA, N.A.",7.25,65000,360,07/2008,09/2008,62,62.0,1.0,28.0,632.0,N,P,MH,1,S,AZ,864,0.0,FRM,0.0,N,201301,2.0,63909.06,53,Y,Repurchase,620-660,<= 30 Years,Underperforming,09,2008
129944285737,B,"BANK OF AMERICA, N.A.",7.25,115000,360,08/2008,09/2008,90,90.0,2.0,49.0,700.0,N,P,MH,1,P,SD,570,30.0,FRM,1.0,N,201906,7.25,97526.31,130,N,Current,660-700,<= 30 Years,Current,09,2008
209030978976,R,"BANK OF AMERICA, N.A.",6.5,400000,360,08/2008,10/2008,80,80.0,1.0,34.0,786.0,N,P,PU,1,S,TN,370,0.0,FRM,0.0,N,200901,6.5,400000.0,4,N,Prepaid,780+,<= 30 Years,Prepaid,10,2008
165239449971,B,"BANK OF AMERICA, N.A.",6.25,293000,360,07/2008,09/2008,80,80.0,3.0,31.0,815.0,N,P,PU,1,P,PA,150,0.0,FRM,0.0,N,200902,6.25,293000.0,6,N,Prepaid,780+,<= 30 Years,Prepaid,09,2008
149180821125,R,SUNTRUST MORTGAGE INC.,5.875,232000,360,06/2008,07/2008,72,72.0,2.0,24.0,775.0,N,C,PU,1,P,GA,300,0.0,FRM,0.0,N,201209,5.875,214550.39,51,N,Prepaid,740-780,<= 30 Years,Prepaid,07,2008
299128383793,R,OTHER,7.0,200000,360,08/2008,10/2008,70,70.0,2.0,31.0,611.0,N,C,PU,1,P,MD,209,0.0,FRM,0.0,N,201008,7.0,195673.17,23,N,Prepaid,0-620,<= 30 Years,Prepaid,10,2008
357612453763,C,"BANK OF AMERICA, N.A.",6.875,356000,360,07/2008,09/2008,80,80.0,1.0,37.0,771.0,Y,P,PU,1,P,TX,799,0.0,FRM,0.0,N,201208,6.875,339914.79,48,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2008
192938121060,C,"WELLS FARGO BANK, N.A.",6.25,417000,360,06/2008,08/2008,78,78.0,1.0,33.0,762.0,N,P,PU,1,P,TX,774,0.0,FRM,0.0,N,200901,6.25,417000.0,6,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2008
172011645683,R,FLAGSTAR CAPITAL MARKETS CORPORATION,6.625,417000,360,07/2008,09/2008,79,79.0,1.0,60.0,685.0,N,C,PU,1,P,FL,334,0.0,FRM,0.0,N,201407,6.625,412448.5,71,N,REO,660-700,<= 30 Years,Underperforming,09,2008
242576901553,B,"HSBC BANK USA, NATIONAL ASSOCIATION",5.375,85000,180,07/2008,09/2008,39,39.0,2.0,23.0,764.0,N,C,PU,1,P,TN,370,0.0,FRM,0.0,N,200909,5.375,81209.47,13,N,Prepaid,740-780,<=15 Years,Prepaid,09,2008
261032672766,R,"BANK OF AMERICA, N.A.",6.0,218000,360,06/2008,08/2008,75,75.0,2.0,23.0,664.0,N,R,PU,1,P,GA,300,0.0,FRM,0.0,N,201305,6.0,203727.96,58,N,Prepaid,660-700,<= 30 Years,Prepaid,08,2008
213122878210,R,OTHER,6.5,41000,180,08/2008,10/2008,11,11.0,1.0,36.0,783.0,N,P,PU,1,P,NC,275,0.0,FRM,0.0,N,200901,6.5,41000.0,4,N,Prepaid,780+,<=15 Years,Prepaid,10,2008
105531528200,R,"WELLS FARGO BANK, N.A.",5.375,235000,360,06/2008,08/2008,62,62.0,2.0,20.0,785.0,N,P,PU,1,P,MO,633,0.0,FRM,0.0,Y,200905,5.375,232587.15,10,N,Prepaid,780+,<= 30 Years,Prepaid,08,2008
160956607106,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.375,219000,360,08/2008,10/2008,90,90.0,2.0,32.0,791.0,N,P,PU,1,P,TX,750,17.0,FRM,1.0,N,201002,6.375,214550.62,17,N,Prepaid,780+,<= 30 Years,Prepaid,10,2008
118888636068,C,OTHER,5.875,145000,360,05/2008,07/2008,88,88.0,1.0,32.0,713.0,Y,P,PU,1,P,FL,346,17.0,FRM,1.0,N,201801,5.875,106201.37,115,N,Prepaid,700-740,<= 30 Years,Prepaid,07,2008
231729104317,B,FLAGSTAR CAPITAL MARKETS CORPORATION,7.0,104000,360,06/2008,08/2008,90,90.0,2.0,32.0,795.0,N,P,PU,1,S,FL,339,25.0,FRM,1.0,N,201210,7.0,97509.46,51,N,Prepaid,780+,<= 30 Years,Prepaid,08,2008
252509214470,C,"WELLS FARGO BANK, N.A.",7.0,356000,360,08/2008,10/2008,88,88.0,1.0,54.0,708.0,N,C,PU,1,P,GA,301,25.0,FRM,1.0,N,201906,4.125,300595.48,129,Y,Current,700-740,<= 30 Years,Current,10,2008
278655568857,C,"WELLS FARGO BANK, N.A.",5.875,215000,360,07/2008,08/2008,90,90.0,1.0,64.0,755.0,Y,P,PU,1,P,NC,284,35.0,FRM,1.0,N,201712,5.875,182402.15,113,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2008
194484627786,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.0,145000,360,08/2008,10/2008,75,75.0,1.0,25.0,789.0,Y,P,PU,1,P,CO,806,0.0,FRM,0.0,N,200902,6.0,145000.0,5,N,Prepaid,780+,<= 30 Years,Prepaid,10,2008
129836131393,C,OTHER,6.625,139000,360,07/2008,09/2008,55,55.0,1.0,48.0,774.0,N,C,PU,1,P,MD,208,0.0,FRM,0.0,N,201109,6.625,125242.15,37,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2008
206036953507,R,"BANK OF AMERICA, N.A.",6.5,389000,360,06/2008,08/2008,80,90.0,2.0,43.0,756.0,Y,P,PU,1,P,TX,773,0.0,FRM,0.0,N,200903,6.5,386001.26,8,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2008
358881577649,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.875,318000,360,07/2008,09/2008,95,95.0,1.0,30.0,774.0,Y,P,SF,1,P,CA,934,30.0,FRM,1.0,N,201206,5.875,301711.77,46,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2008
206302803253,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",7.0,180000,360,08/2008,10/2008,75,75.0,1.0,53.0,770.0,N,C,SF,1,I,AZ,850,0.0,FRM,0.0,N,201401,7.0,167069.19,64,N,Prepaid,740-780,<= 30 Years,Prepaid,10,2008
187243379763,C,"CITIMORTGAGE, INC.",7.0,70000,360,05/2008,07/2008,74,74.0,1.0,37.0,608.0,Y,P,SF,1,P,OK,735,0.0,FRM,0.0,N,201211,2.75,78529.67,53,Y,REO,0-620,<= 30 Years,Underperforming,07,2008
120113798000,R,OTHER,7.125,202000,360,06/2008,08/2008,97,97.0,1.0,38.0,806.0,Y,P,SF,1,P,ID,833,35.0,FRM,2.0,N,200909,7.125,199769.3,14,N,Prepaid,780+,<= 30 Years,Prepaid,08,2008
286668223598,B,OTHER,6.875,83000,360,07/2008,08/2008,70,70.0,2.0,49.0,641.0,N,C,SF,1,I,GA,307,0.0,FRM,0.0,N,201303,6.875,79160.1,56,N,REO,620-660,<= 30 Years,Underperforming,08,2008
130929105922,C,"CITIMORTGAGE, INC.",6.625,165000,360,08/2008,10/2008,97,97.0,2.0,37.0,761.0,Y,P,SF,1,P,AL,351,35.0,FRM,1.0,N,200910,6.625,163004.23,13,N,Prepaid,740-780,<= 30 Years,Prepaid,10,2008
362174468840,R,"WELLS FARGO BANK, N.A.",6.0,417000,360,06/2008,08/2008,79,90.0,2.0,41.0,751.0,N,R,SF,1,P,WI,547,0.0,FRM,0.0,N,201008,6.0,406442.43,25,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2008
134698963930,C,SUNTRUST MORTGAGE INC.,6.375,246000,360,06/2008,08/2008,90,90.0,2.0,48.0,702.0,N,P,SF,1,P,CA,937,25.0,FRM,1.0,N,201310,6.375,229452.59,63,N,Prepaid,700-740,<= 30 Years,Prepaid,08,2008
119026497784,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.875,350000,360,07/2008,09/2008,76,76.0,2.0,47.0,717.0,N,P,SF,1,P,UT,841,0.0,FRM,0.0,N,200910,5.875,345222.34,14,N,Prepaid,700-740,<= 30 Years,Prepaid,09,2008
171907359978,R,OTHER,7.375,40000,240,09/2008,11/2008,60,60.0,2.0,31.0,606.0,N,C,SF,1,I,OH,442,0.0,FRM,0.0,N,201608,7.375,32541.38,94,N,REO,0-620,<= 30 Years,Underperforming,11,2008
181097955734,C,"BANK OF AMERICA, N.A.",5.875,140000,180,07/2008,09/2008,80,80.0,1.0,53.0,659.0,N,C,SF,1,P,PA,171,0.0,FRM,0.0,N,201208,5.875,114357.26,48,N,Prepaid,620-660,<=15 Years,Prepaid,09,2008
139118283986,C,"BANK OF AMERICA, N.A.",6.5,168000,360,05/2008,07/2008,70,70.0,1.0,51.0,702.0,N,C,SF,1,I,PA,191,0.0,FRM,0.0,N,201809,4.625,155737.92,123,Y,RPL Loan Sale,700-740,<= 30 Years,Underperforming,07,2008
349842328833,B,FLAGSTAR CAPITAL MARKETS CORPORATION,6.875,195000,360,08/2008,10/2008,95,95.0,1.0,53.0,792.0,Y,P,SF,1,P,CA,925,25.0,FRM,1.0,N,201212,6.875,185308.27,51,N,Prepaid,780+,<= 30 Years,Prepaid,10,2008
263209246960,C,"WELLS FARGO BANK, N.A.",6.375,147000,360,06/2008,08/2008,95,95.0,1.0,40.0,746.0,Y,P,SF,1,P,CA,923,25.0,FRM,1.0,N,201809,5.125,132458.04,122,Y,RPL Loan Sale,740-780,<= 30 Years,Underperforming,08,2008
137550022234,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",6.25,401000,360,07/2008,09/2008,90,90.0,1.0,58.0,743.0,N,C,SF,1,P,PA,194,25.0,FRM,1.0,N,200909,6.25,395731.79,13,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2008
207919593887,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.75,185000,360,05/2008,07/2008,85,85.0,1.0,44.0,723.0,N,R,SF,1,P,CA,959,12.0,FRM,1.0,N,201112,5.75,175725.64,42,N,Prepaid,700-740,<= 30 Years,Prepaid,07,2008
113599601857,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.125,417000,180,06/2008,08/2008,50,80.0,2.0,44.0,773.0,N,R,SF,1,P,LA,701,0.0,FRM,0.0,N,201007,5.125,379771.3,24,N,Prepaid,740-780,<=15 Years,Prepaid,08,2008
278093652626,C,"WELLS FARGO BANK, N.A.",5.875,75000,180,07/2008,09/2008,52,52.0,1.0,22.0,809.0,N,R,SF,1,P,VA,244,0.0,FRM,0.0,N,201504,5.875,49933.12,80,N,Prepaid,780+,<=15 Years,Prepaid,09,2008
206269168745,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",5.75,200000,360,06/2008,09/2008,66,66.0,1.0,31.0,667.0,N,C,SF,1,P,NJ,80,0.0,FRM,0.0,N,201001,5.75,196526.41,17,N,Prepaid,660-700,<= 30 Years,Prepaid,09,2008
139390643276,C,"WELLS FARGO BANK, N.A.",4.0,105000,360,08/2012,10/2012,95,95.0,2.0,32.0,764.0,N,P,CO,1,P,NV,895,30.0,FRM,1.0,N,201906,4.0,79706.51,81,N,Current,740-780,<= 30 Years,Current,10,2012
131892336348,R,SUNTRUST MORTGAGE INC.,3.875,212000,360,08/2012,10/2012,80,90.0,1.0,25.0,792.0,N,P,CO,1,P,TN,372,0.0,FRM,0.0,N,201906,3.875,183137.58,81,N,Current,780+,<= 30 Years,Current,10,2012
203691098890,R,OTHER,3.875,263000,360,08/2012,10/2012,90,90.0,1.0,41.0,706.0,N,P,CO,1,P,MI,483,25.0,FRM,1.0,N,201312,3.875,136911.83,15,N,Prepaid,700-740,<= 30 Years,Prepaid,10,2012
147702495259,C,"WELLS FARGO BANK, N.A.",3.75,260000,360,08/2012,10/2012,43,43.0,1.0,41.0,803.0,N,P,CO,1,P,CA,940,0.0,FRM,0.0,N,201503,3.75,248132.5,30,N,Prepaid,780+,<= 30 Years,Prepaid,10,2012
201073822083,C,"HOMEWARD RESIDENTIAL, INC.",3.99,137000,360,07/2012,09/2012,73,73.0,1.0,42.0,785.0,Y,P,CO,1,P,FL,331,0.0,FRM,0.0,N,201605,3.99,122461.32,45,N,Prepaid,780+,<= 30 Years,Prepaid,09,2012
135768208854,B,OTHER,3.5,241000,360,08/2012,10/2012,80,80.0,1.0,23.0,794.0,N,R,CO,1,P,MI,481,0.0,FRM,0.0,N,201906,3.5,206659.59,81,N,Current,780+,<= 30 Years,Current,10,2012
206889548619,B,CHICAGO MORTGAGE SOLUTIONS DBA INTERFIRST MORTGAGE COMPANY,3.0,196000,120,07/2012,09/2012,66,66.0,2.0,10.0,816.0,N,R,CO,1,P,MI,497,0.0,FRM,0.0,N,201805,3.0,11055.91,69,N,Prepaid,780+,<=15 Years,Prepaid,09,2012
179098632604,C,"WELLS FARGO BANK, N.A.",4.0,400000,360,06/2012,08/2012,80,80.0,1.0,44.0,795.0,Y,P,CO,1,P,CA,921,0.0,FRM,0.0,N,201906,4.0,344997.64,83,N,Current,780+,<= 30 Years,Current,08,2012
155456475142,R,OTHER,3.875,247000,360,09/2012,11/2012,91,91.0,1.0,28.0,779.0,Y,P,CO,1,P,IL,606,30.0,FRM,1.0,N,201611,3.875,226330.31,49,N,Prepaid,740-780,<= 30 Years,Prepaid,11,2012
165975504078,R,OTHER,3.5,401000,180,07/2012,09/2012,90,90.0,2.0,41.0,671.0,N,P,CO,1,P,MI,481,25.0,FRM,1.0,N,201906,3.5,243739.17,82,N,Current,660-700,<=15 Years,Current,09,2012
157029344358,B,OTHER,4.0,252000,360,07/2012,09/2012,70,70.0,1.0,32.0,768.0,N,P,CO,1,I,CA,905,0.0,FRM,0.0,N,201906,4.0,200351.77,82,N,Current,740-780,<= 30 Years,Current,09,2012
139859451361,R,OTHER,4.0,178000,360,07/2012,09/2012,85,85.0,1.0,44.0,727.0,Y,P,CO,1,P,HI,968,12.0,FRM,1.0,N,201901,4.0,155552.41,77,N,Prepaid,700-740,<= 30 Years,Prepaid,09,2012
146994253753,R,OTHER,3.375,160000,180,06/2012,08/2012,80,80.0,1.0,42.0,816.0,N,R,CO,1,P,MI,484,0.0,FRM,0.0,N,201702,3.375,44255.92,55,N,Prepaid,780+,<=15 Years,Prepaid,08,2012
190725746318,C,"WELLS FARGO BANK, N.A.",3.375,140000,180,05/2012,07/2012,70,70.0,2.0,38.0,773.0,N,R,CO,1,S,NY,127,0.0,FRM,0.0,N,201906,3.375,83354.58,84,N,Current,740-780,<=15 Years,Current,07,2012
206225025213,C,"WELLS FARGO BANK, N.A.",3.625,364000,360,07/2012,09/2012,70,70.0,1.0,49.0,802.0,N,P,CO,1,P,TX,752,0.0,FRM,0.0,N,201409,3.625,350071.49,25,N,Prepaid,780+,<= 30 Years,Prepaid,09,2012
