,Channel,Seller,Loan_Term,LTV,CLTV,Num_Borrowers,DTI,Borrower_FICO,First_Time_Buyer,Loan_Purpose,Dwelling_Type,Unit_Count,Occupancy,State,Insurance%,Mortgage_Insurance_Type,Relocation_Indicator,Current_IR,Current_UPB,Mod_Ind,Term_bins,Current_Status,Origin_Month,Origin_Year,Months_Between_First_Payment_And_Origin_Date
2393,2,31,180,61,61,2,27,778,0,2,4,1,1,5,0,0,0,5.375,24652.66,0,15,1,11,2003,2
2394,2,31,360,48,48,2,57,782,0,1,4,1,1,20,0,0,0,5.75,276306.32,0,30,1,6,2003,2
2395,2,31,360,75,75,2,60,798,0,1,0,1,2,40,0,0,0,6.0,216141.2,0,30,1,11,2003,2
2396,2,41,354,64,64,2,23,727,0,2,3,1,2,9,0,0,0,5.75,83952.01,0,30,1,11,2003,2
2397,2,31,360,51,51,2,42,749,0,1,4,1,1,6,0,0,0,5.75,156094.78,0,30,1,3,2003,1
2398,2,31,180,53,73,2,34,778,0,2,4,1,1,5,0,0,0,5.0,97512.49,0,15,1,8,2003,2
2399,2,31,180,47,47,2,28,788,0,0,4,1,1,20,0,0,0,5.375,888.07,0,15,1,1,2003,2
2400,2,41,360,64,64,1,40,715,0,0,4,1,0,10,0,0,0,6.375,66623.21,0,30,1,12,2003,2
2401,2,31,180,30,30,2,14,768,0,0,4,1,1,20,0,0,0,5.75,58440.61,0,15,1,3,2003,2
2402,2,31,180,34,34,2,31,655,0,0,4,1,1,20,0,0,0,5.375,802.92,0,15,1,1,2003,2
2403,2,25,360,90,90,2,31,735,0,1,4,1,1,3,25,1,0,6.3,165209.0,0,30,1,7,2003,2
2404,2,31,324,64,69,2,41,736,0,2,4,1,1,35,0,0,0,6.0,103757.77,0,30,1,7,2003,2
2405,2,31,360,62,62,2,44,792,0,1,3,1,1,38,0,0,0,5.5,223487.59,0,30,1,9,2003,2
2406,2,31,360,78,78,2,30,761,0,2,4,1,1,6,0,0,0,5.75,183496.91,0,30,1,3,2003,1
2407,2,31,360,52,52,2,27,751,0,2,4,1,1,39,0,0,0,6.0,39445.12,0,30,0,4,2003,2
2408,2,31,360,72,72,1,19,633,0,2,4,1,1,36,0,0,0,5.625,49504.61,0,30,2,10,2003,2
2409,2,41,276,71,71,2,18,637,0,2,4,1,1,9,0,0,0,6.75,62000.0,0,30,1,11,2003,3
2410,2,31,240,48,48,2,23,753,0,0,4,1,1,40,0,0,0,5.375,55792.23,0,30,1,8,2003,2
2411,2,31,360,67,67,1,48,725,0,1,4,1,1,4,0,0,0,5.5,268299.4,0,30,1,7,2003,2
2412,2,31,360,59,67,1,33,775,0,2,4,1,1,39,0,0,0,5.5,107941.03,0,30,0,11,2003,2
2413,2,31,360,80,83,1,30,727,0,0,4,1,1,23,0,0,0,5.875,136868.31,0,30,1,3,2003,1
2414,2,31,360,23,23,1,18,810,0,1,0,1,1,20,0,0,0,5.75,22536.33,0,30,1,6,2003,2
2415,2,31,240,64,64,1,33,744,0,0,4,1,1,40,0,0,0,5.375,36767.5,0,30,0,8,2003,2
2416,2,31,120,23,23,2,21,805,0,2,4,1,1,20,0,0,0,4.99,18199.55,0,15,1,5,2003,2
2417,2,31,360,64,79,1,35,697,0,0,4,1,1,35,0,0,0,6.0,182489.9,0,30,1,5,2003,2
2418,2,31,360,80,80,1,47,784,0,1,4,1,1,40,0,0,0,5.75,196366.9,0,30,1,12,2003,2
2419,2,31,120,53,53,2,15,746,0,0,4,1,1,15,0,0,0,4.375,43674.09,0,15,1,11,2003,2
2420,2,31,180,64,64,2,24,773,0,2,4,1,1,39,0,0,0,4.75,1655.86,0,15,1,9,2003,2
2421,2,31,180,48,48,1,48,794,0,0,4,1,1,36,0,0,0,5.75,817.56,0,15,1,8,2003,2
2422,2,31,360,41,41,2,42,706,0,0,4,1,1,40,0,0,0,5.5,97052.1,0,30,0,8,2003,2
2423,2,31,180,67,67,2,46,649,0,0,4,1,1,23,0,0,0,4.875,86332.58,0,15,1,2,2003,2
2424,2,31,180,50,50,2,20,712,0,0,4,1,1,36,0,0,0,4.95,102576.39,0,15,1,11,2003,2
2425,2,31,180,36,36,1,28,799,0,2,4,1,1,9,0,0,0,5.375,4425.05,0,15,1,11,2003,2
2426,2,41,180,47,47,2,37,796,0,2,4,1,2,28,0,0,0,5.0,142650.38,0,15,1,7,2003,2
2427,2,31,180,63,75,2,41,756,0,0,4,1,1,49,0,0,0,5.5,77795.46,0,15,1,9,2003,2
2428,2,31,360,75,86,1,46,650,0,0,3,1,1,5,0,0,0,6.0,232679.07,0,30,1,1,2003,2
2429,2,41,360,67,67,1,39,715,0,0,4,1,0,10,0,0,0,6.25,87430.99,0,30,1,12,2003,0
2430,2,31,360,95,95,2,27,706,2,1,4,1,1,15,30,1,0,5.875,75833.47,0,30,1,7,2003,2
2431,2,31,360,71,71,2,21,773,0,0,4,1,1,5,0,0,0,6.25,154008.38,0,30,1,1,2003,0
2432,2,31,180,50,50,2,31,806,0,2,4,1,1,39,0,0,0,5.25,30674.48,0,15,1,1,2003,2
2433,2,31,360,89,89,1,46,773,0,2,0,1,1,20,25,1,0,5.875,120106.12,0,30,1,9,2003,2
2434,2,31,240,74,74,2,34,774,0,0,4,1,1,40,0,0,0,5.75,103746.36,0,30,1,12,2003,2
2435,2,31,360,79,79,1,30,784,2,1,4,1,1,35,0,0,0,6.0,231541.86,0,30,1,3,2003,1
2436,2,31,360,76,76,2,42,774,0,2,4,1,1,28,0,0,0,6.0,90870.55,0,30,1,5,2003,2
2437,2,31,360,80,80,1,52,705,2,1,4,1,1,4,0,0,0,6.125,176000.0,0,30,1,1,2003,2
2438,2,20,360,78,78,2,47,652,0,1,3,1,1,45,0,0,0,6.25,94480.28,0,30,1,12,2003,2
2439,2,31,180,54,54,2,21,773,0,0,4,1,1,24,0,0,0,5.375,64273.59,0,15,1,4,2003,1
2440,2,31,240,73,73,2,18,723,0,0,4,1,1,40,0,0,0,5.875,56861.2,0,30,1,12,2003,2
2441,2,31,180,53,53,2,31,781,0,2,4,1,1,24,0,0,0,5.375,75442.25,0,15,1,4,2003,2
2442,2,31,360,46,69,1,30,708,0,2,4,1,1,45,0,0,0,5.5,43819.71,0,30,1,11,2003,2
2443,2,31,180,33,33,1,39,757,0,2,0,1,1,31,0,0,0,5.875,14395.08,0,15,1,1,2003,2
2444,2,31,180,51,51,2,24,741,0,0,4,1,1,20,0,0,0,5.25,133103.09,0,15,1,4,2003,1
2445,2,31,360,90,90,2,47,736,0,0,4,1,1,4,25,1,0,6.25,188402.32,0,30,1,4,2003,1
2446,2,31,360,80,80,1,44,780,0,0,4,1,1,4,0,0,0,5.25,262491.07,0,30,1,11,2003,2
2447,1,31,360,80,80,2,34,613,0,2,4,1,1,40,0,0,0,6.0,260645.08,0,30,1,7,2003,2
2448,1,3,240,60,60,2,29,647,0,0,2,1,1,38,0,0,0,5.875,3448.31,0,30,1,12,2003,2
2449,2,31,360,65,65,2,32,739,0,2,4,2,1,20,0,0,0,5.875,338263.87,0,30,1,8,2003,3
2450,2,31,300,37,37,2,46,783,0,2,4,1,1,20,0,0,0,5.875,118042.63,0,30,1,10,2003,2
2451,2,31,360,65,65,2,17,776,2,1,4,1,1,35,0,0,0,6.0,1692.0,0,30,1,12,2003,2
2452,2,10,360,57,57,1,8,719,0,2,3,1,1,34,0,0,0,6.5,87966.54,0,30,1,10,2003,2
2453,2,31,360,67,67,1,52,677,0,2,4,2,1,50,0,0,0,6.375,44620.92,0,30,0,1,2003,2
2454,2,31,180,45,45,2,21,766,0,0,4,1,1,20,0,0,0,5.375,99573.77,0,15,1,2,2003,2
2455,2,31,240,60,60,1,56,601,0,0,4,2,1,20,0,0,0,6.0,136960.61,0,30,1,6,2003,2
2456,2,31,360,94,95,2,44,687,0,2,4,1,1,4,25,1,0,6.0,224512.55,0,30,1,3,2003,1
2457,2,31,360,80,80,2,27,718,0,0,0,1,2,40,0,0,0,5.875,67350.8,0,30,0,10,2003,2
2458,2,31,180,39,39,2,19,782,0,2,4,1,1,24,0,0,0,5.375,2919.33,0,15,1,2,2003,2
2459,2,31,240,48,48,2,24,762,0,0,4,1,1,20,0,0,0,5.875,185157.03,0,30,1,11,2003,2
2460,2,31,120,21,27,2,32,820,0,2,4,4,1,20,0,0,0,4.99,41664.49,0,15,1,6,2003,2
2461,2,41,300,80,80,1,23,749,0,2,4,1,1,10,0,0,0,5.625,36873.34,0,30,1,8,2003,2
2462,2,31,120,47,47,2,54,778,0,2,4,1,1,31,0,0,0,4.625,517.44,0,15,1,8,2003,2
2463,2,31,360,90,90,2,42,669,0,0,4,1,1,4,25,1,0,5.625,216716.25,0,30,1,5,2003,2
2464,2,31,180,50,50,2,54,766,0,0,4,1,1,4,0,0,0,5.375,11753.9,0,15,1,11,2003,3
2465,2,31,360,89,89,1,26,749,0,2,4,1,1,23,17,1,0,5.5,44578.16,0,30,0,5,2003,2
2466,2,31,360,61,61,1,37,792,0,0,4,1,1,39,0,0,0,6.0,63878.32,0,30,1,4,2003,1
2467,1,25,360,47,47,2,19,678,0,2,4,1,1,44,0,0,0,5.75,87510.6,0,30,1,5,2003,2
2468,2,31,360,95,95,1,49,779,0,1,0,1,1,40,25,1,0,5.375,129721.51,0,30,1,8,2003,2
2469,2,31,180,42,42,2,14,781,0,2,4,1,1,41,0,0,0,5.375,2044.39,0,15,1,2,2003,2
2470,2,31,120,43,43,2,24,744,0,0,4,1,1,9,0,0,0,4.0,2125.96,0,15,1,10,2003,2
2471,2,31,180,38,38,1,28,775,0,2,0,1,1,21,0,0,0,4.875,28173.84,0,15,1,10,2003,2
2472,2,31,360,62,63,2,11,709,0,0,4,1,1,4,0,0,0,6.0,170000.0,0,30,1,4,2003,1
2473,2,31,180,43,43,2,16,805,0,0,4,1,1,24,0,0,0,5.25,35135.71,0,15,1,6,2003,2
2474,0,25,360,74,74,2,10,774,0,2,4,1,1,24,0,0,0,5.875,133969.4,0,30,1,4,2003,1
2475,1,3,360,77,77,1,34,763,0,1,0,1,1,41,0,0,0,5.875,278315.53,0,30,1,10,2003,2
2476,2,20,360,80,80,2,52,639,0,1,3,1,2,9,0,0,0,6.0,204887.12,0,30,1,12,2003,2
2477,2,31,180,59,59,2,23,786,0,2,4,1,1,36,0,0,0,5.375,111454.79,0,15,1,3,2003,2
2478,2,31,240,40,40,2,30,777,0,0,4,1,1,20,0,0,0,5.875,25734.42,0,30,0,6,2003,2
2479,2,31,180,30,30,2,24,743,0,2,4,1,1,20,0,0,0,5.375,85843.87,0,15,1,3,2003,2
2480,2,31,360,79,79,1,44,716,0,1,4,1,1,40,0,0,0,6.25,38033.58,0,30,0,9,2003,2
2481,2,31,180,26,37,2,41,763,0,2,4,1,1,4,0,0,0,6.0,13798.28,0,15,1,12,2003,2
2482,2,31,360,27,27,2,16,782,0,0,4,1,1,20,0,0,0,6.0,150811.97,0,30,1,6,2003,2
2483,2,31,360,66,66,2,35,672,0,0,4,1,1,4,0,0,0,5.5,172522.69,0,30,1,5,2003,2
2484,2,31,360,41,41,2,47,768,0,0,4,1,1,40,0,0,0,5.375,113831.07,0,30,1,10,2003,2
2485,1,25,180,44,44,1,29,683,0,0,0,1,1,7,0,0,0,5.375,1129.89,0,15,1,12,2003,2
2486,2,31,240,30,30,2,27,768,0,2,4,1,1,38,0,0,0,5.5,41479.51,0,30,1,11,2003,3
2487,2,31,180,34,34,2,29,765,0,0,4,1,1,31,0,0,0,5.375,1209.83,0,15,1,5,2003,2
2488,2,31,360,80,80,2,38,711,2,1,4,1,1,39,0,0,0,5.5,73031.24,0,30,1,10,2003,2
2489,1,10,360,43,49,2,32,782,0,2,4,2,1,4,0,0,0,5.75,339014.31,0,30,1,6,2003,2
2490,2,25,360,90,90,2,4,689,0,1,4,1,0,39,25,1,0,5.875,80341.89,0,30,1,9,2003,2
2491,2,31,156,45,45,2,22,733,0,2,4,1,1,36,0,0,0,5.25,71104.05,0,15,1,9,2003,2
2492,2,31,360,87,87,1,40,693,0,2,4,1,1,50,17,1,0,5.5,107809.16,0,30,1,10,2003,2
2493,1,31,360,90,90,2,57,761,0,1,4,1,0,45,25,1,0,5.5,147514.05,0,30,1,8,2003,2
2494,2,31,180,68,68,2,24,729,0,0,4,1,1,4,0,0,0,5.125,120133.1,0,15,1,5,2003,2
2495,2,31,180,59,59,2,24,774,0,0,3,1,1,4,0,0,0,5.0,103212.7,0,15,1,6,2003,2
2496,2,31,180,57,65,2,46,734,0,2,4,3,1,41,0,0,0,5.75,2880.38,0,15,1,2,2003,2
2497,1,10,360,79,79,2,15,726,0,2,4,1,1,36,0,0,0,5.25,243911.46,0,30,1,10,2003,2
2498,2,31,360,63,63,2,20,801,0,2,4,1,1,45,0,0,0,5.5,212847.67,0,30,1,7,2003,2
2499,2,31,240,41,41,2,21,773,0,0,4,1,1,4,0,0,0,5.125,169137.7,0,30,1,9,2003,2
2500,1,3,180,65,65,1,41,621,0,1,4,1,1,47,0,0,0,5.625,19958.47,0,15,1,12,2003,2
2501,2,20,360,97,97,1,52,654,0,1,3,1,1,3,18,1,0,6.5,161308.12,0,30,1,12,2003,2
2502,2,31,360,77,77,1,53,651,0,0,4,1,1,5,0,0,0,6.0,115000.0,0,30,1,7,2003,2
2503,2,31,360,55,55,1,39,729,0,0,4,1,1,15,0,0,0,5.875,47167.99,0,30,1,9,2003,2
2504,1,19,180,70,70,2,22,679,0,0,4,1,1,50,0,0,0,5.375,74136.76,0,15,1,5,2003,2
2505,2,41,360,64,64,1,29,680,0,0,3,1,1,9,0,0,0,5.875,89157.33,0,30,1,11,2003,3
2506,2,31,180,42,42,1,22,800,0,2,4,1,1,24,0,0,0,5.375,625.44,0,15,1,3,2003,1
2507,2,41,360,69,69,2,25,743,0,0,4,1,1,44,0,0,0,5.875,129215.84,0,30,1,12,2003,2
2508,2,31,180,39,39,1,21,731,0,0,0,1,1,4,0,0,0,4.375,1238.3,0,15,1,11,2003,2
2509,2,31,126,48,48,2,27,790,0,2,4,1,1,36,0,0,0,4.95,2057.66,0,15,1,10,2003,2
2510,2,31,360,74,74,1,59,694,0,1,4,1,1,40,0,0,0,5.75,57574.34,0,30,1,8,2003,2
2511,2,31,180,42,42,2,19,778,0,2,4,1,1,4,0,0,0,5.5,194397.56,0,15,1,2,2003,2
2512,2,31,163,36,36,2,21,785,0,0,4,1,1,36,0,0,0,4.9,7895.08,0,15,1,8,2003,2
2513,2,31,240,80,80,1,55,726,0,0,4,1,1,38,0,0,0,5.75,17516.98,0,30,0,10,2003,2
2514,2,31,360,48,48,2,20,644,0,0,3,1,1,5,0,0,0,6.25,110822.77,0,30,1,2,2003,2
2515,2,31,180,43,43,2,34,767,0,0,4,1,1,36,0,0,0,5.375,54415.58,0,15,1,4,2003,1
2516,2,31,360,75,75,2,34,744,0,0,4,1,1,4,0,0,0,6.0,125044.51,0,30,1,12,2003,2
2517,2,31,360,74,74,2,41,766,0,0,4,1,1,15,0,0,0,6.25,188000.0,0,30,1,4,2003,2
2518,2,31,360,26,26,2,34,784,0,2,4,1,2,20,0,0,0,5.5,80138.08,0,30,0,9,2003,2
2519,2,31,360,90,90,1,30,796,0,1,4,1,2,28,25,1,0,6.0,39766.54,0,30,1,4,2003,1
2520,2,31,240,41,41,1,36,786,0,0,4,1,1,35,0,0,0,5.625,39455.5,0,30,0,9,2003,2
2521,2,31,180,47,47,2,39,732,0,0,4,1,1,9,0,0,0,5.25,12120.92,0,15,1,11,2003,2
2522,2,31,360,53,53,1,52,778,0,0,4,1,1,4,0,0,0,6.25,264383.06,0,30,1,10,2003,2
2523,2,31,180,40,40,2,47,759,0,0,4,1,1,9,0,0,0,5.375,34973.21,0,15,1,11,2003,2
2524,2,31,180,63,74,1,29,805,0,2,4,1,1,23,0,0,0,5.625,48532.28,0,15,1,2,2003,2
2525,1,3,360,95,95,1,34,734,2,1,4,1,1,25,30,1,0,6.09,117830.61,0,30,1,12,2003,2
2526,2,31,180,34,34,2,48,703,0,0,4,1,1,41,0,0,0,5.25,51696.69,0,15,1,11,2003,2
2527,2,31,360,80,95,2,33,732,0,1,4,1,1,45,0,0,0,5.5,165069.47,0,30,1,10,2003,2
2528,2,31,180,56,56,2,36,794,0,2,3,1,1,24,0,0,0,5.375,65809.59,0,15,1,4,2003,1
2529,2,31,355,95,95,2,45,707,0,1,4,1,1,28,25,1,0,5.25,183311.7,0,30,1,9,2003,1
2530,2,31,180,80,80,1,33,680,0,1,4,1,1,36,0,0,0,4.95,116107.63,0,15,1,10,2003,2
2531,0,41,360,57,57,2,34,750,0,2,4,1,1,45,0,0,0,5.875,97025.71,0,30,1,12,2003,2
2532,1,10,360,78,78,2,41,760,2,1,4,1,1,4,0,0,0,5.75,317473.13,0,30,1,12,2003,2
2533,2,31,180,75,75,2,30,717,0,0,3,1,1,10,0,0,0,6.0,144008.25,0,15,1,11,2003,2
2534,2,31,180,53,53,2,16,773,0,2,4,1,1,36,0,0,0,5.25,27570.99,0,15,1,4,2003,1
2535,2,31,144,64,64,2,30,772,0,2,4,1,1,35,0,0,0,5.25,6009.4,0,15,1,7,2003,2
2536,2,31,120,27,27,2,17,797,0,0,4,1,1,50,0,0,0,3.875,6531.67,0,15,1,10,2003,2
2537,1,10,180,57,57,1,27,770,0,1,4,1,1,47,0,0,0,4.875,1430.23,0,15,1,6,2003,1
2538,2,31,120,54,54,2,22,781,0,0,4,1,1,9,0,0,0,4.625,45973.13,0,15,1,10,2003,2
2539,2,31,180,67,67,1,30,713,0,2,3,1,1,9,0,0,0,5.25,5572.88,0,15,1,12,2003,2
2540,2,31,300,67,67,1,41,767,0,0,0,1,1,35,0,0,0,6.125,47423.26,0,30,1,6,2003,2
2541,2,31,180,37,37,2,35,717,0,2,3,1,1,4,0,0,0,5.0,3015.1,0,15,1,12,2003,2
2542,2,31,180,65,65,2,39,752,0,2,4,1,1,35,0,0,0,6.0,22394.03,0,15,1,11,2003,2
2543,2,31,161,74,74,2,24,730,0,2,4,1,1,36,0,0,0,5.9,1416.16,0,15,1,10,2003,2
2544,2,31,120,70,81,2,46,760,0,0,4,1,1,41,0,0,0,4.75,161000.0,0,15,1,11,2003,2
2545,2,31,360,49,49,2,57,779,0,0,4,1,2,47,0,0,0,5.875,91721.21,0,30,0,10,2003,2
2546,2,31,180,45,45,1,30,784,0,0,4,1,1,20,0,0,0,5.375,2517.2,0,15,1,1,2003,2
2547,2,41,360,90,90,2,47,725,0,1,0,1,2,9,25,1,0,5.5,131407.38,0,30,1,7,2003,2
2548,2,31,360,38,44,1,49,746,0,0,4,2,1,12,0,0,0,5.875,172810.25,0,30,1,4,2003,2
2549,2,31,180,37,37,1,47,751,0,0,4,1,1,20,0,0,0,5.125,2263.68,0,15,1,2,2003,2
2550,2,31,180,41,41,1,44,761,0,2,4,1,1,9,0,0,0,4.95,26375.68,0,15,1,11,2003,2
2551,2,31,360,57,57,2,23,746,0,0,4,1,1,4,0,0,0,6.0,73274.46,0,30,1,2,2003,2
2552,2,31,162,51,51,1,18,788,0,2,4,1,1,36,0,0,0,5.025,38584.21,0,15,1,5,2003,2
2553,2,31,360,71,71,2,30,659,0,0,4,1,1,4,0,0,0,6.0,121239.28,0,30,1,11,2003,2
2554,2,31,180,54,54,2,19,797,0,0,4,1,1,20,0,0,0,4.875,1946.39,0,15,1,9,2003,2
2555,2,31,180,32,32,1,16,777,0,2,4,1,1,9,0,0,0,5.125,3006.36,0,15,1,11,2003,2
2556,2,31,180,79,79,1,22,789,0,2,4,1,1,24,0,0,0,5.25,50066.8,0,15,1,6,2003,2
2557,2,31,180,58,58,2,27,811,0,0,3,1,1,9,0,0,0,5.125,35612.92,0,15,1,11,2003,2
2558,2,31,360,32,32,1,44,748,0,0,4,1,1,35,0,0,0,5.75,21353.91,0,30,0,9,2003,2
2559,2,31,360,76,76,1,27,768,0,2,3,1,1,39,0,0,0,6.0,99994.88,0,30,1,3,2003,1
2560,2,31,360,60,61,2,21,770,0,2,4,1,1,4,0,0,0,6.0,199399.68,0,30,1,2,2003,2
2561,2,31,360,90,90,2,42,741,0,2,4,1,1,38,17,1,0,5.5,168266.38,0,30,1,12,2003,2
2562,2,31,360,70,70,2,27,706,0,0,4,1,1,6,0,0,0,6.0,127284.84,0,30,1,10,2003,2
2563,1,31,349,79,79,2,19,799,0,1,4,1,2,33,0,0,0,5.5,146859.57,0,30,1,7,2003,2
2564,2,31,180,61,61,1,22,791,0,0,4,1,1,9,0,0,0,5.25,876.08,0,15,1,10,2003,2
2565,2,41,360,80,80,2,33,778,0,1,0,1,2,9,0,0,0,5.75,234924.61,0,30,1,6,2003,2
2566,2,31,180,47,47,1,36,748,0,0,4,1,1,6,0,0,0,5.875,86767.12,0,15,1,2,2003,2
2567,2,31,240,86,86,1,54,626,0,2,4,1,1,41,12,1,0,5.875,186198.85,0,30,1,3,2003,2
2568,2,31,180,35,35,1,22,766,0,2,4,1,1,21,0,0,0,5.125,682.31,0,15,1,2,2003,2
2569,2,31,360,77,77,2,29,699,0,0,4,1,1,40,0,0,0,5.75,65824.99,0,30,0,12,2003,2
2570,2,31,300,59,59,1,25,745,0,0,4,1,1,40,0,0,0,6.0,56424.57,1,30,1,11,2003,2
2571,2,31,180,69,69,2,26,679,0,0,3,1,1,47,0,0,0,5.25,216501.45,0,15,1,11,2003,2
2572,2,41,360,80,90,2,47,662,0,0,4,1,1,9,0,0,0,5.0,244195.87,0,30,1,8,2003,2
2573,2,31,360,80,80,2,49,735,0,1,0,1,0,40,0,0,0,5.875,126748.75,0,30,1,11,2003,2
2574,2,31,240,51,51,2,38,655,0,0,4,1,1,4,0,0,0,5.125,149808.12,0,30,1,9,2003,2
2575,1,4,360,75,75,2,46,621,0,2,4,1,1,24,0,0,0,6.375,96067.15,0,30,1,12,2003,2
2576,2,31,180,80,80,2,31,755,0,2,4,1,1,15,0,0,0,4.875,746.56,0,15,1,11,2003,2
2577,2,31,120,20,20,2,12,759,0,0,4,1,1,50,0,0,0,4.375,615.33,0,15,1,9,2003,2
2578,2,31,120,52,52,2,23,623,0,0,4,1,1,9,0,0,0,4.875,72949.4,0,15,1,12,2003,2
2579,2,31,180,52,52,2,34,704,0,0,4,2,1,20,0,0,0,5.375,87557.92,0,15,1,7,2003,2
2580,2,31,180,67,67,2,28,783,0,2,4,1,1,3,0,0,0,5.375,70876.11,0,15,1,6,2003,2
2581,2,31,180,95,95,2,45,725,0,2,4,1,1,35,18,1,0,5.25,63153.04,0,15,1,6,2003,2
2582,2,41,360,67,67,2,43,686,0,1,3,1,1,9,0,0,0,6.375,67745.01,0,30,1,11,2003,2
2583,2,31,180,41,41,2,22,731,0,0,4,1,1,20,0,0,0,5.625,42609.21,0,15,1,5,2003,2
2584,2,31,120,32,32,2,35,721,0,0,4,1,1,31,0,0,0,5.0,10240.02,0,15,1,12,2003,2
2585,2,31,240,59,68,2,63,603,0,0,0,1,1,4,0,0,0,5.125,245000.0,0,30,1,11,2003,2
2586,2,31,240,53,53,1,32,712,0,0,4,1,1,4,0,0,0,4.75,175781.15,0,30,1,11,2003,2
2587,2,31,354,80,80,1,22,668,0,0,4,1,1,4,0,0,0,5.25,98912.74,0,30,1,7,2003,2
2588,1,3,360,56,56,1,16,747,0,0,4,1,1,21,0,0,0,5.25,158796.23,0,30,1,10,2003,2
2589,2,31,180,64,64,2,38,788,0,0,4,1,1,20,0,0,0,5.25,130094.45,0,15,1,3,2003,1
2590,2,31,360,59,59,2,31,727,0,2,4,1,1,28,0,0,0,5.875,102413.16,0,30,1,7,2003,2
2591,2,31,360,59,60,1,36,778,0,0,4,1,1,4,0,0,0,6.0,126916.33,0,30,1,2,2003,2
2592,2,31,347,97,97,2,58,788,0,1,4,1,1,4,30,1,0,5.25,267118.87,0,30,1,8,2003,2
2593,1,46,360,80,80,1,52,709,2,1,4,1,1,4,0,0,0,4.875,209278.0,0,30,1,8,2003,2
2594,2,31,360,95,95,1,44,689,2,1,4,1,1,50,25,1,0,6.25,128806.36,0,30,1,10,2003,2
2595,2,31,360,80,80,1,32,693,0,0,4,1,1,40,0,0,0,5.75,96634.52,0,30,1,12,2003,2
2596,2,31,180,17,17,2,11,709,0,0,4,1,1,5,0,0,0,5.375,508.42,0,15,1,2,2003,2
2597,2,31,180,58,58,2,24,748,0,2,4,1,1,36,0,0,0,5.375,29764.44,0,15,1,4,2003,1
2598,2,31,120,55,70,1,24,761,0,0,4,1,1,28,0,0,0,5.25,2838.89,0,15,1,11,2003,3
2599,2,31,322,47,47,1,35,745,0,1,3,1,1,4,0,0,0,5.25,79098.11,0,30,1,8,2003,2
2600,2,31,360,42,42,2,25,773,0,0,4,1,1,28,0,0,0,6.0,63907.97,0,30,1,4,2003,2
2601,2,31,120,72,72,2,36,718,0,2,4,1,1,41,0,0,0,4.625,80451.95,0,15,1,11,2003,2
2602,2,31,180,38,38,2,30,766,0,0,3,1,1,9,0,0,0,5.875,36566.33,0,15,1,11,2003,2
2603,2,31,240,24,37,1,38,790,0,0,4,1,1,4,0,0,0,4.625,41398.63,0,30,1,9,2003,2
2604,2,41,360,95,95,1,52,644,0,2,3,1,1,42,30,1,0,6.0,61928.56,0,30,1,7,2003,2
2605,2,31,180,58,58,1,27,694,0,2,4,1,1,24,0,0,0,5.5,89000.0,0,15,1,5,2003,2
2606,2,31,360,79,79,2,56,570,0,1,4,1,1,40,0,0,0,5.625,242685.3,0,30,1,10,2003,2
2607,2,31,360,35,35,2,23,728,0,0,4,1,1,40,0,0,0,5.625,125196.25,0,30,1,10,2003,2
2608,1,4,360,76,76,2,24,768,0,2,4,1,1,16,0,0,0,5.625,210000.0,0,30,1,9,2003,2
2609,2,31,360,61,61,2,16,794,0,1,4,1,1,44,0,0,0,5.75,72329.82,0,30,0,6,2003,2
2610,2,31,360,52,52,2,15,761,0,0,4,1,1,20,0,0,0,6.25,127743.65,0,30,1,2,2003,2
2611,2,31,173,65,65,2,28,736,0,2,4,1,1,9,0,0,0,4.9,109493.57,0,15,1,7,2003,2
2612,2,31,180,54,54,2,27,797,0,2,4,1,1,36,0,0,0,5.275,25680.54,0,15,1,5,2003,2
2613,2,31,120,51,51,2,29,810,0,2,4,1,1,20,0,0,0,4.625,590.84,0,15,1,10,2003,2
2614,2,31,180,74,74,2,32,767,0,2,4,1,1,36,0,0,0,4.95,88053.44,0,15,1,11,2003,2
2615,2,31,360,59,59,1,41,578,0,0,4,1,1,40,0,0,0,5.5,121991.13,0,30,1,10,2003,2
2616,2,31,360,89,89,1,25,735,0,1,4,1,1,40,25,1,0,6.25,34260.98,0,30,0,12,2003,2
2617,2,31,180,28,28,2,10,749,0,2,4,1,1,15,0,0,0,4.75,54601.16,0,15,1,11,2003,2
2618,1,25,360,85,85,1,24,726,0,1,4,2,1,35,12,1,0,6.925,241863.81,0,30,1,10,2003,2
2619,2,31,180,95,95,2,28,742,0,2,4,1,1,35,30,1,0,5.25,3662.04,0,15,1,8,2003,2
2620,2,31,240,61,61,2,38,782,0,0,4,1,1,4,0,0,0,4.625,35269.83,0,30,0,9,2003,1
2621,2,25,360,57,58,2,21,743,0,0,4,1,1,9,0,0,0,5.625,192151.62,0,30,1,12,2003,2
2622,2,31,180,70,70,2,15,766,0,0,4,1,1,9,0,0,0,5.125,27029.52,0,15,1,11,2003,2
2623,2,25,360,90,90,2,29,792,0,1,4,1,1,39,25,1,0,5.25,168737.22,0,30,1,8,2003,2
2624,2,31,120,67,67,2,27,711,0,2,4,1,1,36,0,0,0,5.5,66938.79,0,15,1,2,2003,2
2625,2,31,180,38,38,2,49,658,0,1,4,1,1,4,0,0,0,5.25,1740.04,0,15,1,12,2003,2
2626,2,31,360,63,63,2,31,683,0,1,4,1,1,36,0,0,0,5.85,146280.5,0,30,1,10,2003,2
